"AIQ","HCI","SD","BF","NAOS","EL","NI","AGNT"
50.0,0.4,19.7,BF05,5,54k,54000,Q_l#2
51.8,0.4,21.0,BF05,5,54k,54000,Q_l#3
53.3,0.5,23.5,BF05,5,54k,54000,Q_l#4
52.8,0.4,22.5,BF05,5,54k,54000,Q_l#5
47.1,0.4,19.5,BF05,5,54k,54000,Q_0#1
48.9,0.4,20.0,BF05,5,54k,54000,Q_0#2
50.7,0.4,20.5,BF05,5,54k,54000,Q_0#3
52.1,0.4,21.6,BF05,5,54k,54000,Q_0#4
51.9,0.4,22.4,BF05,5,54k,54000,Q_0#5
46.8,0.4,22.4,BF05,5,55k,55000,Freq#1
47.6,0.4,22.1,BF05,5,55k,55000,Freq#2
47.4,0.4,21.5,BF05,5,55k,55000,Freq#3
46.9,0.4,21.4,BF05,5,55k,55000,Freq#4
46.1,0.4,21.0,BF05,5,55k,55000,Freq#5
54.4,0.4,21.7,BF05,5,55k,55000,H_l#1
52.1,0.4,20.2,BF05,5,55k,55000,H_l#2
53.2,0.4,21.0,BF05,5,55k,55000,H_l#3
55.0,0.4,22.4,BF05,5,55k,55000,H_l#4
54.2,0.5,23.9,BF05,5,55k,55000,H_l#5
54.6,1.5,23.4,BF05,5,55k,55000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,55k,55000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,55k,55000,MC_AIXI#3
53.9,1.3,21.8,BF05,5,55k,55000,MC_AIXI#4
49.5,1.3,20.7,BF05,5,55k,55000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,55k,55000,Q_l#1
50.0,0.4,19.7,BF05,5,55k,55000,Q_l#2
51.8,0.4,21.0,BF05,5,55k,55000,Q_l#3
53.3,0.5,23.5,BF05,5,55k,55000,Q_l#4
52.8,0.4,22.5,BF05,5,55k,55000,Q_l#5
47.1,0.4,19.5,BF05,5,55k,55000,Q_0#1
48.9,0.4,20.0,BF05,5,55k,55000,Q_0#2
50.7,0.4,20.5,BF05,5,55k,55000,Q_0#3
52.1,0.4,21.6,BF05,5,55k,55000,Q_0#4
51.9,0.4,22.4,BF05,5,55k,55000,Q_0#5
46.8,0.4,22.4,BF05,5,56k,56000,Freq#1
47.6,0.4,22.1,BF05,5,56k,56000,Freq#2
47.4,0.4,21.5,BF05,5,56k,56000,Freq#3
46.9,0.4,21.4,BF05,5,56k,56000,Freq#4
46.2,0.4,21.0,BF05,5,56k,56000,Freq#5
54.4,0.4,21.7,BF05,5,56k,56000,H_l#1
52.1,0.4,20.2,BF05,5,56k,56000,H_l#2
53.2,0.4,21.0,BF05,5,56k,56000,H_l#3
55.0,0.4,22.4,BF05,5,56k,56000,H_l#4
54.3,0.5,23.9,BF05,5,56k,56000,H_l#5
54.6,1.5,23.4,BF05,5,56k,56000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,56k,56000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,56k,56000,MC_AIXI#3
53.9,1.3,21.8,BF05,5,56k,56000,MC_AIXI#4
49.5,1.3,20.7,BF05,5,56k,56000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,56k,56000,Q_l#1
50.0,0.4,19.7,BF05,5,56k,56000,Q_l#2
51.8,0.4,21.0,BF05,5,56k,56000,Q_l#3
53.3,0.5,23.5,BF05,5,56k,56000,Q_l#4
52.8,0.4,22.5,BF05,5,56k,56000,Q_l#5
47.1,0.4,19.5,BF05,5,56k,56000,Q_0#1
48.9,0.4,20.0,BF05,5,56k,56000,Q_0#2
50.7,0.4,20.5,BF05,5,56k,56000,Q_0#3
52.1,0.4,21.6,BF05,5,56k,56000,Q_0#4
51.9,0.4,22.4,BF05,5,56k,56000,Q_0#5
46.9,0.4,22.4,BF05,5,57k,57000,Freq#1
47.6,0.4,22.1,BF05,5,57k,57000,Freq#2
47.4,0.4,21.5,BF05,5,57k,57000,Freq#3
46.9,0.4,21.4,BF05,5,57k,57000,Freq#4
46.2,0.4,21.0,BF05,5,57k,57000,Freq#5
54.4,0.4,21.7,BF05,5,57k,57000,H_l#1
52.1,0.4,20.2,BF05,5,57k,57000,H_l#2
53.2,0.4,21.0,BF05,5,57k,57000,H_l#3
55.0,0.4,22.4,BF05,5,57k,57000,H_l#4
54.3,0.5,23.9,BF05,5,57k,57000,H_l#5
54.6,1.5,23.4,BF05,5,57k,57000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,57k,57000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,57k,57000,MC_AIXI#3
53.9,1.3,21.8,BF05,5,57k,57000,MC_AIXI#4
49.5,1.3,20.7,BF05,5,57k,57000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,57k,57000,Q_l#1
50.0,0.4,19.7,BF05,5,57k,57000,Q_l#2
51.8,0.4,21.0,BF05,5,57k,57000,Q_l#3
53.3,0.5,23.5,BF05,5,57k,57000,Q_l#4
52.9,0.4,22.5,BF05,5,57k,57000,Q_l#5
47.1,0.4,19.5,BF05,5,57k,57000,Q_0#1
48.9,0.4,20.0,BF05,5,57k,57000,Q_0#2
50.7,0.4,20.5,BF05,5,57k,57000,Q_0#3
52.1,0.4,21.6,BF05,5,57k,57000,Q_0#4
52.0,0.4,22.4,BF05,5,57k,57000,Q_0#5
46.9,0.4,22.4,BF05,5,58k,58000,Freq#1
47.6,0.4,22.1,BF05,5,58k,58000,Freq#2
47.5,0.4,21.5,BF05,5,58k,58000,Freq#3
46.9,0.4,21.4,BF05,5,58k,58000,Freq#4
46.2,0.4,21.0,BF05,5,58k,58000,Freq#5
54.4,0.4,21.7,BF05,5,58k,58000,H_l#1
52.1,0.4,20.2,BF05,5,58k,58000,H_l#2
53.2,0.4,21.0,BF05,5,58k,58000,H_l#3
55.0,0.4,22.4,BF05,5,58k,58000,H_l#4
54.3,0.5,23.9,BF05,5,58k,58000,H_l#5
54.6,1.5,23.4,BF05,5,58k,58000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,58k,58000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,58k,58000,MC_AIXI#3
53.9,1.3,21.8,BF05,5,58k,58000,MC_AIXI#4
49.5,1.3,20.7,BF05,5,58k,58000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,58k,58000,Q_l#1
50.0,0.4,19.7,BF05,5,58k,58000,Q_l#2
51.8,0.4,21.0,BF05,5,58k,58000,Q_l#3
53.4,0.5,23.5,BF05,5,58k,58000,Q_l#4
52.9,0.4,22.5,BF05,5,58k,58000,Q_l#5
47.1,0.4,19.5,BF05,5,58k,58000,Q_0#1
48.9,0.4,20.0,BF05,5,58k,58000,Q_0#2
50.7,0.4,20.5,BF05,5,58k,58000,Q_0#3
52.1,0.4,21.6,BF05,5,58k,58000,Q_0#4
52.0,0.4,22.4,BF05,5,58k,58000,Q_0#5
46.9,0.4,22.4,BF05,5,59k,59000,Freq#1
47.7,0.4,22.1,BF05,5,59k,59000,Freq#2
47.5,0.4,21.5,BF05,5,59k,59000,Freq#3
46.9,0.4,21.4,BF05,5,59k,59000,Freq#4
46.2,0.4,21.0,BF05,5,59k,59000,Freq#5
54.4,0.4,21.7,BF05,5,59k,59000,H_l#1
52.1,0.4,20.2,BF05,5,59k,59000,H_l#2
53.2,0.4,21.0,BF05,5,59k,59000,H_l#3
55.0,0.4,22.4,BF05,5,59k,59000,H_l#4
54.3,0.5,24.0,BF05,5,59k,59000,H_l#5
54.6,1.5,23.4,BF05,5,59k,59000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,59k,59000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,59k,59000,MC_AIXI#3
54.0,1.3,21.8,BF05,5,59k,59000,MC_AIXI#4
49.6,1.3,20.7,BF05,5,59k,59000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,59k,59000,Q_l#1
50.0,0.4,19.7,BF05,5,59k,59000,Q_l#2
51.9,0.4,21.0,BF05,5,59k,59000,Q_l#3
53.4,0.5,23.5,BF05,5,59k,59000,Q_l#4
53.0,0.4,22.4,BF05,5,59k,59000,Q_l#5
47.1,0.4,19.5,BF05,5,59k,59000,Q_0#1
48.9,0.4,20.0,BF05,5,59k,59000,Q_0#2
50.7,0.4,20.5,BF05,5,59k,59000,Q_0#3
52.1,0.4,21.6,BF05,5,59k,59000,Q_0#4
52.0,0.4,22.4,BF05,5,59k,59000,Q_0#5
47.0,0.4,22.4,BF05,5,60k,60000,Freq#1
47.7,0.4,22.1,BF05,5,60k,60000,Freq#2
47.5,0.4,21.6,BF05,5,60k,60000,Freq#3
47.0,0.4,21.4,BF05,5,60k,60000,Freq#4
46.2,0.4,21.0,BF05,5,60k,60000,Freq#5
54.4,0.4,21.7,BF05,5,60k,60000,H_l#1
52.1,0.4,20.2,BF05,5,60k,60000,H_l#2
53.2,0.4,21.0,BF05,5,60k,60000,H_l#3
55.0,0.4,22.4,BF05,5,60k,60000,H_l#4
54.3,0.5,24.0,BF05,5,60k,60000,H_l#5
54.6,1.5,23.4,BF05,5,60k,60000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,60k,60000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,60k,60000,MC_AIXI#3
54.0,1.3,21.8,BF05,5,60k,60000,MC_AIXI#4
49.6,1.3,20.7,BF05,5,60k,60000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,60k,60000,Q_l#1
50.0,0.4,19.7,BF05,5,60k,60000,Q_l#2
51.9,0.4,21.0,BF05,5,60k,60000,Q_l#3
53.4,0.5,23.5,BF05,5,60k,60000,Q_l#4
53.0,0.4,22.4,BF05,5,60k,60000,Q_l#5
47.1,0.4,19.5,BF05,5,60k,60000,Q_0#1
48.9,0.4,20.0,BF05,5,60k,60000,Q_0#2
50.7,0.4,20.5,BF05,5,60k,60000,Q_0#3
52.2,0.4,21.6,BF05,5,60k,60000,Q_0#4
52.1,0.4,22.4,BF05,5,60k,60000,Q_0#5
47.0,0.4,22.4,BF05,5,61k,61000,Freq#1
47.7,0.4,22.1,BF05,5,61k,61000,Freq#2
47.5,0.4,21.6,BF05,5,61k,61000,Freq#3
47.0,0.4,21.4,BF05,5,61k,61000,Freq#4
46.2,0.4,21.0,BF05,5,61k,61000,Freq#5
54.4,0.4,21.7,BF05,5,61k,61000,H_l#1
52.1,0.4,20.2,BF05,5,61k,61000,H_l#2
53.3,0.4,21.0,BF05,5,61k,61000,H_l#3
55.0,0.4,22.4,BF05,5,61k,61000,H_l#4
54.3,0.5,24.0,BF05,5,61k,61000,H_l#5
54.6,1.5,23.4,BF05,5,61k,61000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,61k,61000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,61k,61000,MC_AIXI#3
54.0,1.3,21.8,BF05,5,61k,61000,MC_AIXI#4
49.6,1.3,20.7,BF05,5,61k,61000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,61k,61000,Q_l#1
50.0,0.4,19.7,BF05,5,61k,61000,Q_l#2
51.9,0.4,21.0,BF05,5,61k,61000,Q_l#3
53.4,0.5,23.5,BF05,5,61k,61000,Q_l#4
53.0,0.4,22.4,BF05,5,61k,61000,Q_l#5
47.1,0.4,19.5,BF05,5,61k,61000,Q_0#1
48.9,0.4,20.0,BF05,5,61k,61000,Q_0#2
50.8,0.4,20.5,BF05,5,61k,61000,Q_0#3
52.2,0.4,21.6,BF05,5,61k,61000,Q_0#4
52.1,0.4,22.4,BF05,5,61k,61000,Q_0#5
47.0,0.4,22.4,BF05,5,62k,62000,Freq#1
47.7,0.4,22.1,BF05,5,62k,62000,Freq#2
47.5,0.4,21.6,BF05,5,62k,62000,Freq#3
47.0,0.4,21.4,BF05,5,62k,62000,Freq#4
46.2,0.4,21.0,BF05,5,62k,62000,Freq#5
54.4,0.4,21.7,BF05,5,62k,62000,H_l#1
52.1,0.4,20.2,BF05,5,62k,62000,H_l#2
53.3,0.4,21.0,BF05,5,62k,62000,H_l#3
55.1,0.4,22.4,BF05,5,62k,62000,H_l#4
54.3,0.5,24.0,BF05,5,62k,62000,H_l#5
54.6,1.5,23.4,BF05,5,62k,62000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,62k,62000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,62k,62000,MC_AIXI#3
54.0,1.3,21.8,BF05,5,62k,62000,MC_AIXI#4
49.7,1.3,20.8,BF05,5,62k,62000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,62k,62000,Q_l#1
50.0,0.4,19.7,BF05,5,62k,62000,Q_l#2
51.9,0.4,21.0,BF05,5,62k,62000,Q_l#3
53.4,0.5,23.5,BF05,5,62k,62000,Q_l#4
53.1,0.4,22.4,BF05,5,62k,62000,Q_l#5
47.1,0.4,19.5,BF05,5,62k,62000,Q_0#1
48.9,0.4,20.0,BF05,5,62k,62000,Q_0#2
50.8,0.4,20.5,BF05,5,62k,62000,Q_0#3
52.2,0.4,21.6,BF05,5,62k,62000,Q_0#4
52.1,0.4,22.4,BF05,5,62k,62000,Q_0#5
47.0,0.4,22.4,BF05,5,63k,63000,Freq#1
47.8,0.4,22.1,BF05,5,63k,63000,Freq#2
47.6,0.4,21.6,BF05,5,63k,63000,Freq#3
47.0,0.4,21.4,BF05,5,63k,63000,Freq#4
46.3,0.4,21.0,BF05,5,63k,63000,Freq#5
54.4,0.4,21.7,BF05,5,63k,63000,H_l#1
52.1,0.4,20.2,BF05,5,63k,63000,H_l#2
53.3,0.4,21.0,BF05,5,63k,63000,H_l#3
55.1,0.4,22.4,BF05,5,63k,63000,H_l#4
54.3,0.5,24.0,BF05,5,63k,63000,H_l#5
54.6,1.5,23.4,BF05,5,63k,63000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,63k,63000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,63k,63000,MC_AIXI#3
54.0,1.3,21.8,BF05,5,63k,63000,MC_AIXI#4
49.7,1.3,20.8,BF05,5,63k,63000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,63k,63000,Q_l#1
50.0,0.4,19.7,BF05,5,63k,63000,Q_l#2
51.9,0.4,21.0,BF05,5,63k,63000,Q_l#3
53.4,0.5,23.5,BF05,5,63k,63000,Q_l#4
53.1,0.4,22.4,BF05,5,63k,63000,Q_l#5
47.1,0.4,19.5,BF05,5,63k,63000,Q_0#1
48.9,0.4,20.0,BF05,5,63k,63000,Q_0#2
50.8,0.4,20.5,BF05,5,63k,63000,Q_0#3
52.2,0.4,21.6,BF05,5,63k,63000,Q_0#4
52.2,0.4,22.4,BF05,5,63k,63000,Q_0#5
47.1,0.4,22.4,BF05,5,64k,64000,Freq#1
47.8,0.4,22.1,BF05,5,64k,64000,Freq#2
47.6,0.4,21.5,BF05,5,64k,64000,Freq#3
47.0,0.4,21.4,BF05,5,64k,64000,Freq#4
46.3,0.4,21.0,BF05,5,64k,64000,Freq#5
54.4,0.4,21.7,BF05,5,64k,64000,H_l#1
52.1,0.4,20.2,BF05,5,64k,64000,H_l#2
53.3,0.4,21.0,BF05,5,64k,64000,H_l#3
55.1,0.4,22.4,BF05,5,64k,64000,H_l#4
54.3,0.5,24.0,BF05,5,64k,64000,H_l#5
54.6,1.5,23.4,BF05,5,64k,64000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,64k,64000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,64k,64000,MC_AIXI#3
54.0,1.3,21.8,BF05,5,64k,64000,MC_AIXI#4
49.7,1.3,20.7,BF05,5,64k,64000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,64k,64000,Q_l#1
50.0,0.4,19.7,BF05,5,64k,64000,Q_l#2
51.9,0.4,21.0,BF05,5,64k,64000,Q_l#3
53.4,0.5,23.5,BF05,5,64k,64000,Q_l#4
53.1,0.4,22.4,BF05,5,64k,64000,Q_l#5
47.1,0.4,19.5,BF05,5,64k,64000,Q_0#1
48.9,0.4,20.0,BF05,5,64k,64000,Q_0#2
50.8,0.4,20.5,BF05,5,64k,64000,Q_0#3
52.2,0.4,21.6,BF05,5,64k,64000,Q_0#4
52.2,0.4,22.4,BF05,5,64k,64000,Q_0#5
47.1,0.4,22.4,BF05,5,65k,65000,Freq#1
47.8,0.4,22.1,BF05,5,65k,65000,Freq#2
47.6,0.4,21.5,BF05,5,65k,65000,Freq#3
47.0,0.4,21.4,BF05,5,65k,65000,Freq#4
46.3,0.4,21.0,BF05,5,65k,65000,Freq#5
54.4,0.4,21.7,BF05,5,65k,65000,H_l#1
52.1,0.4,20.2,BF05,5,65k,65000,H_l#2
53.2,0.4,21.0,BF05,5,65k,65000,H_l#3
55.1,0.4,22.3,BF05,5,65k,65000,H_l#4
54.4,0.5,24.0,BF05,5,65k,65000,H_l#5
54.6,1.5,23.4,BF05,5,65k,65000,MC_AIXI#1
52.0,1.3,21.7,BF05,5,65k,65000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,65k,65000,MC_AIXI#3
54.0,1.3,21.8,BF05,5,65k,65000,MC_AIXI#4
49.7,1.3,20.7,BF05,5,65k,65000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,65k,65000,Q_l#1
50.0,0.4,19.7,BF05,5,65k,65000,Q_l#2
51.9,0.4,20.9,BF05,5,65k,65000,Q_l#3
53.4,0.5,23.5,BF05,5,65k,65000,Q_l#4
53.1,0.4,22.4,BF05,5,65k,65000,Q_l#5
47.1,0.4,19.5,BF05,5,65k,65000,Q_0#1
48.9,0.4,20.0,BF05,5,65k,65000,Q_0#2
50.8,0.4,20.5,BF05,5,65k,65000,Q_0#3
52.2,0.4,21.6,BF05,5,65k,65000,Q_0#4
52.2,0.4,22.4,BF05,5,65k,65000,Q_0#5
47.1,0.4,22.4,BF05,5,66k,66000,Freq#1
47.8,0.4,22.1,BF05,5,66k,66000,Freq#2
